"Category","Stock","Date","Price","Open","High","Low","Vol.","Change.."
"Tech","Tech Mahindra ","06-09-2024","1,623.25","1,639.50","1,651.20","1,613.95","1.67M","-0.99%"
"Tech","Tech Mahindra ","05-09-2024","1,639.50","1,653.00","1,657.90","1,632.90","1.08M","-0.35%"
"Tech","Tech Mahindra ","04-09-2024","1,645.30","1,619.75","1,650.00","1,608.90","1.64M","0.07%"
"Tech","Tech Mahindra ","03-09-2024","1,644.10","1,639.00","1,659.25","1,632.10","1.74M","-0.15%"
"Tech","Tech Mahindra ","02-09-2024","1,646.65","1,636.50","1,662.00","1,635.55","1.58M","0.62%"
"Tech","Tech Mahindra ","30-08-2024","1,636.50","1,647.00","1,663.75","1,631.10","1.93M","-0.66%"
"Tech","Tech Mahindra ","29-08-2024","1,647.35","1,620.05","1,656.25","1,620.05","2.19M","1.23%"
"Tech","Tech Mahindra ","28-08-2024","1,627.35","1,620.00","1,665.00","1,616.20","3.03M","0.17%"
"Tech","Tech Mahindra ","27-08-2024","1,624.60","1,644.00","1,645.00","1,622.10","1.08M","-0.95%"
"Tech","Tech Mahindra ","26-08-2024","1,640.15","1,610.00","1,643.00","1,609.00","1.51M","2.61%"
"Tech","Tech Mahindra ","23-08-2024","1,598.40","1,613.05","1,616.95","1,593.05","1.02M","-0.80%"
"Tech","Tech Mahindra ","22-08-2024","1,611.25","1,605.05","1,620.65","1,596.00","1.56M","0.41%"
"Tech","Tech Mahindra ","21-08-2024","1,604.65","1,616.00","1,628.00","1,602.00","1.94M","-1.47%"
"Tech","Tech Mahindra ","20-08-2024","1,628.60","1,601.00","1,633.65","1,595.25","2.44M","2.13%"
"Tech","Tech Mahindra ","19-08-2024","1,594.65","1,587.85","1,602.70","1,575.85","1.64M","0.59%"
"Tech","Tech Mahindra ","16-08-2024","1,585.30","1,558.40","1,589.00","1,531.30","3.22M","4.00%"
"Tech","Tech Mahindra ","14-08-2024","1,524.40","1,512.00","1,529.45","1,505.00","2.83M","1.40%"
"Tech","Tech Mahindra ","13-08-2024","1,503.40","1,508.30","1,523.65","1,495.15","580.90K","-0.60%"
"Tech","Tech Mahindra ","12-08-2024","1,512.50","1,506.70","1,524.50","1,489.40","1.81M","0.38%"
"Tech","Tech Mahindra ","09-08-2024","1,506.70","1,484.95","1,509.25","1,480.55","1.52M","2.74%"
"Tech","Tech Mahindra ","08-08-2024","1,466.45","1,470.00","1,488.15","1,462.00","2.33M","-0.49%"
"Tech","Tech Mahindra ","07-08-2024","1,473.65","1,500.80","1,515.25","1,471.00","3.00M","-0.66%"
"Tech","Tech Mahindra ","06-08-2024","1,483.40","1,465.50","1,503.00","1,465.50","1.67M","1.86%"
"Tech","Tech Mahindra ","05-08-2024","1,456.35","1,470.00","1,484.25","1,426.75","2.19M","-3.41%"
"Tech","Tech Mahindra ","02-08-2024","1,507.70","1,525.50","1,533.55","1,502.30","2.89M","-2.38%"
"Tech","Tech Mahindra ","01-08-2024","1,544.45","1,554.40","1,569.00","1,537.60","1.32M","-0.64%"
"Tech","Tech Mahindra ","31-07-2024","1,554.40","1,538.00","1,561.75","1,535.00","2.40M","1.06%"
"Tech","Tech Mahindra ","30-07-2024","1,538.05","1,520.00","1,551.95","1,520.00","1.62M","0.83%"
"Tech","Tech Mahindra ","29-07-2024","1,525.35","1,545.65","1,554.70","1,510.05","1.76M","-1.03%"
"Tech","Tech Mahindra ","26-07-2024","1,541.15","1,530.00","1,544.65","1,444.25","7.13M","0.73%"
"Tech","Tech Mahindra ","25-07-2024","1,530.00","1,525.00","1,547.55","1,504.90","3.28M","-0.22%"
"Tech","Tech Mahindra ","24-07-2024","1,533.30","1,493.40","1,540.00","1,473.40","2.56M","2.67%"
"Tech","Tech Mahindra ","23-07-2024","1,493.40","1,491.00","1,502.70","1,460.00","1.64M","-0.14%"
"Tech","Tech Mahindra ","22-07-2024","1,495.55","1,479.95","1,505.85","1,476.10","2.23M","0.28%"
"Tech","Tech Mahindra ","19-07-2024","1,491.40","1,538.00","1,539.95","1,486.50","2.50M","-3.11%"
"Tech","Tech Mahindra ","18-07-2024","1,539.35","1,507.00","1,545.70","1,505.00","2.75M","1.53%"
"Tech","Tech Mahindra ","16-07-2024","1,516.20","1,503.35","1,519.00","1,489.10","1.79M","1.14%"
"Tech","Tech Mahindra ","15-07-2024","1,499.05","1,520.10","1,527.50","1,492.00","2.37M","-0.40%"
"Tech","Tech Mahindra ","12-07-2024","1,505.05","1,475.00","1,511.80","1,461.05","4.37M","3.04%"
"Tech","Tech Mahindra ","11-07-2024","1,460.60","1,476.00","1,476.00","1,441.25","1.41M","-0.19%"
"Tech","Tech Mahindra ","10-07-2024","1,463.35","1,472.10","1,472.80","1,441.50","802.72K","-0.16%"
"Tech","Tech Mahindra ","09-07-2024","1,465.75","1,466.00","1,469.40","1,455.00","1.05M","-0.13%"
"Tech","Tech Mahindra ","08-07-2024","1,467.60","1,461.35","1,478.95","1,460.15","807.70K","0.43%"
"Tech","Tech Mahindra ","05-07-2024","1,461.35","1,467.00","1,470.00","1,449.95","1.33M","0.15%"
"Tech","Tech Mahindra ","04-07-2024","1,459.15","1,482.00","1,492.00","1,453.30","1.32M","-1.40%"
"Tech","Tech Mahindra ","03-07-2024","1,479.80","1,479.95","1,485.00","1,461.00","896.60K","0.52%"
"Tech","Tech Mahindra ","02-07-2024","1,472.15","1,480.00","1,498.00","1,470.00","2.09M","0.00%"
"Tech","Tech Mahindra ","01-07-2024","1,472.10","1,430.35","1,478.50","1,424.15","3.84M","2.92%"
"Tech","Tech Mahindra ","28-06-2024","1,430.35","1,441.00","1,453.00","1,426.65","2.22M","-0.13%"
"Tech","Tech Mahindra ","27-06-2024","1,432.25","1,404.35","1,443.80","1,392.00","4.29M","1.36%"
"Tech","Tech Mahindra ","26-06-2024","1,413.05","1,432.80","1,434.80","1,410.00","1.57M","-1.03%"
"Tech","Tech Mahindra ","25-06-2024","1,427.75","1,398.80","1,432.00","1,394.75","2.20M","1.86%"
"Tech","Tech Mahindra ","24-06-2024","1,401.70","1,390.00","1,409.00","1,381.00","1.11M","0.14%"
"Tech","Tech Mahindra ","21-06-2024","1,399.80","1,408.00","1,440.30","1,386.05","6.84M","0.48%"
"Tech","Tech Mahindra ","20-06-2024","1,393.10","1,386.00","1,399.00","1,371.45","1.99M","0.87%"
"Tech","Tech Mahindra ","19-06-2024","1,381.15","1,377.00","1,386.95","1,361.00","1.31M","0.71%"
"Tech","Tech Mahindra ","18-06-2024","1,371.35","1,380.45","1,391.45","1,370.15","950.76K","-0.01%"
"Tech","Tech Mahindra ","14-06-2024","1,371.45","1,395.00","1,395.75","1,364.10","1.73M","-1.26%"
"Tech","Tech Mahindra ","13-06-2024","1,388.95","1,380.00","1,396.85","1,375.35","1.95M","1.34%"
"Tech","Tech Mahindra ","12-06-2024","1,370.60","1,364.80","1,381.00","1,357.15","2.79M","1.57%"
"Tech","Tech Mahindra ","11-06-2024","1,349.45","1,348.90","1,359.85","1,341.15","1.47M","0.68%"
"Tech","Tech Mahindra ","10-06-2024","1,340.35","1,377.60","1,378.00","1,335.15","2.53M","-2.70%"
"Tech","Tech Mahindra ","07-06-2024","1,377.60","1,330.00","1,381.00","1,327.00","5.79M","4.57%"
"Tech","Tech Mahindra ","06-06-2024","1,317.45","1,285.00","1,323.60","1,274.20","3.21M","3.99%"
"Tech","Tech Mahindra ","05-06-2024","1,266.90","1,260.00","1,284.95","1,236.75","2.71M","2.23%"
"Tech","Tech Mahindra ","04-06-2024","1,239.30","1,245.35","1,253.70","1,193.65","2.47M","-0.49%"
"Tech","Tech Mahindra ","03-06-2024","1,245.35","1,255.00","1,261.80","1,236.55","1.09M","1.38%"
"Tech","Tech Mahindra ","31-05-2024","1,228.45","1,245.95","1,255.25","1,224.05","4.65M","-1.00%"
"Tech","Tech Mahindra ","30-05-2024","1,240.85","1,280.05","1,287.75","1,235.35","2.61M","-3.54%"
"Tech","Tech Mahindra ","29-05-2024","1,286.45","1,314.00","1,314.00","1,284.10","1.41M","-2.18%"
"Tech","Tech Mahindra ","28-05-2024","1,315.10","1,329.00","1,330.35","1,311.30","1.61M","-1.10%"
"Tech","Tech Mahindra ","27-05-2024","1,329.70","1,323.00","1,342.80","1,318.25","980.45K","0.60%"
"Tech","Tech Mahindra ","24-05-2024","1,321.75","1,337.50","1,345.00","1,318.00","1.29M","-1.18%"
"Tech","Tech Mahindra ","23-05-2024","1,337.50","1,336.00","1,343.95","1,325.10","1.44M","0.53%"
"Tech","Tech Mahindra ","22-05-2024","1,330.40","1,330.00","1,335.40","1,311.05","1.41M","0.49%"
"Tech","Tech Mahindra ","21-05-2024","1,323.90","1,307.00","1,327.00","1,304.10","1.45M","1.40%"
"Tech","Tech Mahindra ","18-05-2024","1,305.65","1,305.40","1,312.05","1,298.60","83.15K","0.02%"
"Tech","Tech Mahindra ","17-05-2024","1,305.40","1,309.10","1,320.00","1,297.80","1.93M","-0.19%"
"Tech","Tech Mahindra ","16-05-2024","1,307.95","1,287.00","1,312.60","1,281.30","4.87M","2.62%"
"Tech","Tech Mahindra ","15-05-2024","1,274.50","1,275.00","1,282.95","1,265.00","1.01M","-0.08%"
"Tech","Tech Mahindra ","14-05-2024","1,275.50","1,263.95","1,284.00","1,254.10","1.39M","1.07%"
"Tech","Tech Mahindra ","13-05-2024","1,262.05","1,264.40","1,266.35","1,250.05","593.45K","-0.19%"
"Tech","Tech Mahindra ","10-05-2024","1,264.40","1,266.00","1,273.20","1,248.25","1.32M","-0.37%"
"Tech","Tech Mahindra ","09-05-2024","1,269.10","1,282.00","1,285.90","1,261.40","2.42M","-1.39%"
"Tech","Tech Mahindra ","08-05-2024","1,287.00","1,294.00","1,300.00","1,280.35","1.33M","-0.42%"
"Tech","Tech Mahindra ","07-05-2024","1,292.45","1,268.00","1,294.80","1,256.90","2.35M","2.39%"
"Tech","Tech Mahindra ","06-05-2024","1,262.25","1,258.00","1,265.70","1,245.10","1.36M","0.94%"
"Tech","Tech Mahindra ","03-05-2024","1,250.45","1,270.00","1,272.00","1,243.05","2.32M","-1.30%"
"Tech","Tech Mahindra ","02-05-2024","1,266.90","1,263.20","1,274.35","1,253.50","2.12M","0.27%"
"Tech","Tech Mahindra ","30-04-2024","1,263.50","1,288.30","1,291.10","1,260.05","2.61M","-1.93%"
"Tech","Tech Mahindra ","29-04-2024","1,288.30","1,290.00","1,311.00","1,285.00","4.12M","0.75%"
"Tech","Tech Mahindra ","26-04-2024","1,278.75","1,250.00","1,347.00","1,241.00","20.43M","7.43%"
"Tech","Tech Mahindra ","25-04-2024","1,190.30","1,185.00","1,193.55","1,172.80","3.36M","0.39%"
"Tech","Tech Mahindra ","24-04-2024","1,185.70","1,207.95","1,207.95","1,181.50","1.38M","-1.21%"
"Tech","Tech Mahindra ","23-04-2024","1,200.25","1,218.00","1,218.00","1,198.80","1.46M","-0.65%"
"Tech","Tech Mahindra ","22-04-2024","1,208.05","1,196.10","1,216.70","1,195.10","1.36M","1.21%"
"Tech","Tech Mahindra ","19-04-2024","1,193.65","1,163.05","1,204.85","1,162.95","2.57M","1.19%"
"Tech","Tech Mahindra ","18-04-2024","1,179.65","1,199.55","1,207.85","1,176.05","3.24M","-1.35%"
"Tech","Tech Mahindra ","16-04-2024","1,195.80","1,205.00","1,213.15","1,191.00","2.09M","-1.88%"
"Tech","Tech Mahindra ","15-04-2024","1,218.75","1,235.00","1,240.65","1,211.00","2.15M","-1.88%"
"Tech","Tech Mahindra ","12-04-2024","1,242.10","1,264.95","1,269.75","1,238.00","2.89M","-1.91%"
"Tech","Tech Mahindra ","10-04-2024","1,266.30","1,260.45","1,273.45","1,252.00","1.99M","1.19%"
"Tech","Tech Mahindra ","09-04-2024","1,251.40","1,265.10","1,281.00","1,242.75","1.20M","-1.09%"
"Tech","Tech Mahindra ","08-04-2024","1,265.15","1,270.00","1,270.00","1,256.10","686.93K","0.14%"
"Tech","Tech Mahindra ","05-04-2024","1,263.40","1,275.00","1,275.95","1,260.20","1.18M","-1.24%"
"Tech","Tech Mahindra ","04-04-2024","1,279.25","1,260.00","1,289.00","1,246.90","2.46M","1.92%"
"Tech","Tech Mahindra ","03-04-2024","1,255.15","1,240.00","1,263.00","1,240.00","1.82M","1.48%"
"Tech","Tech Mahindra ","02-04-2024","1,236.80","1,244.00","1,251.95","1,235.10","1.32M","-0.62%"
"Tech","Tech Mahindra ","01-04-2024","1,244.55","1,252.10","1,261.15","1,242.00","1.40M","-0.28%"
"Tech","Tech Mahindra ","28-03-2024","1,248.10","1,260.00","1,264.95","1,242.00","2.44M","-0.45%"
"Tech","Tech Mahindra ","27-03-2024","1,253.80","1,258.00","1,263.15","1,246.55","2.13M","-0.04%"
"Tech","Tech Mahindra ","26-03-2024","1,254.35","1,262.25","1,271.60","1,251.00","2.14M","-0.66%"
"Tech","Tech Mahindra ","22-03-2024","1,262.65","1,258.50","1,279.90","1,236.10","2.99M","-1.57%"
"Tech","Tech Mahindra ","21-03-2024","1,282.75","1,275.00","1,287.45","1,270.65","1.42M","1.46%"
"Tech","Tech Mahindra ","20-03-2024","1,264.30","1,252.00","1,272.00","1,247.00","1.14M","0.96%"
"Tech","Tech Mahindra ","19-03-2024","1,252.25","1,270.00","1,272.65","1,248.90","1.24M","-1.60%"
"Tech","Tech Mahindra ","18-03-2024","1,272.65","1,282.00","1,287.45","1,268.05","630.81K","-0.74%"
"Tech","Tech Mahindra ","15-03-2024","1,282.20","1,293.00","1,293.00","1,268.50","2.50M","-0.86%"
"Tech","Tech Mahindra ","14-03-2024","1,293.35","1,272.00","1,297.45","1,258.05","2.13M","1.26%"
"Tech","Tech Mahindra ","13-03-2024","1,277.20","1,292.30","1,299.40","1,266.30","2.00M","-1.17%"
"Tech","Tech Mahindra ","12-03-2024","1,292.30","1,295.00","1,307.65","1,277.70","1.96M","0.26%"
"Tech","Tech Mahindra ","11-03-2024","1,289.00","1,288.15","1,296.30","1,275.50","1.58M","0.07%"
"Tech","Tech Mahindra ","07-03-2024","1,288.15","1,275.00","1,293.10","1,265.55","2.07M","1.35%"
"Tech","Tech Mahindra ","06-03-2024","1,271.00","1,267.50","1,274.35","1,250.10","2.06M","-0.12%"
"Tech","Tech Mahindra ","05-03-2024","1,272.50","1,274.90","1,279.90","1,259.10","1.42M","-0.59%"
"Tech","Tech Mahindra ","04-03-2024","1,280.05","1,275.60","1,285.50","1,270.10","1.84M","0.59%"
"Tech","Tech Mahindra ","02-03-2024","1,272.50","1,279.05","1,282.00","1,271.05","217.68K","0.06%"
"Tech","Tech Mahindra ","01-03-2024","1,271.80","1,287.00","1,287.00","1,268.00","1.56M","-0.16%"
"Tech","Tech Mahindra ","29-02-2024","1,273.85","1,280.00","1,285.20","1,264.25","2.25M","-0.93%"
"Tech","Tech Mahindra ","28-02-2024","1,285.85","1,302.00","1,306.05","1,271.00","1.29M","-0.79%"
"Tech","Tech Mahindra ","27-02-2024","1,296.05","1,295.00","1,305.05","1,283.70","1.49M","-0.17%"
"Tech","Tech Mahindra ","26-02-2024","1,298.25","1,322.25","1,324.90","1,295.00","1.20M","-1.82%"
"Tech","Tech Mahindra ","23-02-2024","1,322.25","1,338.90","1,342.55","1,316.30","1.66M","-0.44%"
"Tech","Tech Mahindra ","22-02-2024","1,328.10","1,307.00","1,330.50","1,299.35","2.20M","2.43%"
"Tech","Tech Mahindra ","21-02-2024","1,296.60","1,320.00","1,325.00","1,292.20","1.77M","-1.81%"
"Tech","Tech Mahindra ","20-02-2024","1,320.55","1,310.00","1,323.65","1,302.00","2.11M","0.81%"
"Tech","Tech Mahindra ","19-02-2024","1,310.00","1,302.95","1,318.00","1,287.45","1.50M","0.57%"
"Tech","Tech Mahindra ","16-02-2024","1,302.55","1,305.10","1,309.20","1,298.00","1.99M","0.17%"
"Tech","Tech Mahindra ","15-02-2024","1,300.35","1,304.70","1,308.00","1,291.55","1.70M","0.58%"
"Tech","Tech Mahindra ","14-02-2024","1,292.90","1,310.00","1,319.95","1,282.65","3.43M","-2.68%"
"Tech","Tech Mahindra ","13-02-2024","1,328.45","1,321.95","1,334.80","1,300.00","1.13M","0.73%"
"Tech","Tech Mahindra ","12-02-2024","1,318.80","1,318.40","1,331.00","1,311.10","1.15M","0.59%"
"Tech","Tech Mahindra ","09-02-2024","1,311.05","1,317.00","1,321.45","1,305.95","1.09M","0.14%"
"Tech","Tech Mahindra ","08-02-2024","1,309.25","1,326.00","1,329.65","1,302.00","2.31M","-0.66%"
"Tech","Tech Mahindra ","07-02-2024","1,318.00","1,351.50","1,358.70","1,314.05","2.00M","-2.45%"
"Tech","Tech Mahindra ","06-02-2024","1,351.05","1,330.00","1,362.40","1,328.10","2.71M","1.37%"
"Tech","Tech Mahindra ","05-02-2024","1,332.75","1,345.80","1,353.10","1,328.00","953.92K","-0.40%"
"Tech","Tech Mahindra ","02-02-2024","1,338.10","1,323.50","1,354.00","1,323.05","1.84M","1.95%"
"Tech","Tech Mahindra ","01-02-2024","1,312.50","1,330.00","1,336.35","1,309.75","2.29M","-1.59%"
"Tech","Tech Mahindra ","31-01-2024","1,333.65","1,318.10","1,336.00","1,312.30","1.80M","1.20%"
"Tech","Tech Mahindra ","30-01-2024","1,317.85","1,323.95","1,340.95","1,315.00","2.29M","0.27%"
"Tech","Tech Mahindra ","29-01-2024","1,314.35","1,338.00","1,338.00","1,311.00","2.50M","-0.58%"
"Tech","Tech Mahindra ","25-01-2024","1,322.05","1,348.00","1,356.35","1,312.05","8.42M","-6.10%"
"Tech","Tech Mahindra ","24-01-2024","1,407.95","1,372.95","1,410.50","1,365.55","2.01M","3.02%"
"Tech","Tech Mahindra ","23-01-2024","1,366.65","1,396.50","1,416.30","1,356.75","2.68M","-1.37%"
"Tech","Tech Mahindra ","20-01-2024","1,385.60","1,405.00","1,406.20","1,376.00","1.00M","-0.31%"
"Tech","Tech Mahindra ","19-01-2024","1,389.90","1,373.90","1,397.85","1,355.00","4.46M","2.56%"
"Tech","Tech Mahindra ","18-01-2024","1,355.15","1,326.70","1,369.50","1,306.00","4.53M","2.14%"
"Tech","Tech Mahindra ","17-01-2024","1,326.75","1,306.00","1,334.50","1,305.25","2.31M","0.48%"
"Tech","Tech Mahindra ","16-01-2024","1,320.40","1,330.10","1,332.20","1,310.50","1.88M","-1.29%"
"Tech","Tech Mahindra ","15-01-2024","1,337.65","1,335.00","1,401.50","1,333.85","6.01M","2.26%"
"Tech","Tech Mahindra ","12-01-2024","1,308.05","1,271.80","1,311.75","1,267.00","5.02M","4.69%"
"Tech","Tech Mahindra ","11-01-2024","1,249.40","1,240.90","1,261.80","1,240.90","930.49K","0.68%"
"Tech","Tech Mahindra ","10-01-2024","1,240.90","1,236.50","1,246.45","1,228.30","808.64K","0.42%"
"Tech","Tech Mahindra ","09-01-2024","1,235.65","1,240.55","1,251.20","1,232.60","994.44K","0.55%"
"Tech","Tech Mahindra ","08-01-2024","1,228.95","1,250.20","1,254.25","1,221.40","1.32M","-1.55%"
"Tech","Tech Mahindra ","05-01-2024","1,248.30","1,254.90","1,271.85","1,245.55","1.76M","0.06%"
"Tech","Tech Mahindra ","04-01-2024","1,247.50","1,250.10","1,254.70","1,231.70","3.36M","0.27%"
"Tech","Tech Mahindra ","03-01-2024","1,244.20","1,265.00","1,274.00","1,240.00","2.23M","-2.65%"
"Tech","Tech Mahindra ","02-01-2024","1,278.10","1,298.00","1,299.10","1,272.85","1.62M","-1.47%"
"Tech","Tech Mahindra ","01-01-2024","1,297.15","1,273.00","1,303.80","1,265.25","1.78M","1.93%"
"Tech","Tech Mahindra ","29-12-2023","1,272.65","1,285.95","1,291.95","1,268.10","1.19M","-1.03%"
"Tech","Tech Mahindra ","28-12-2023","1,285.95","1,285.00","1,289.00","1,270.55","2.28M","0.45%"
"Tech","Tech Mahindra ","27-12-2023","1,280.15","1,287.90","1,291.50","1,267.25","1.58M","-0.14%"
"Tech","Tech Mahindra ","26-12-2023","1,282.00","1,275.00","1,288.75","1,260.55","1.72M","0.54%"
"Tech","Tech Mahindra ","22-12-2023","1,275.15","1,260.00","1,280.90","1,242.50","2.30M","2.00%"
"Tech","Tech Mahindra ","21-12-2023","1,250.10","1,232.00","1,258.55","1,226.00","3.34M","0.12%"
"Tech","Tech Mahindra ","20-12-2023","1,248.60","1,291.00","1,314.00","1,238.20","2.86M","-2.56%"
"Tech","Tech Mahindra ","19-12-2023","1,281.45","1,300.00","1,300.95","1,269.20","1.72M","-0.80%"
"Tech","Tech Mahindra ","18-12-2023","1,291.75","1,305.00","1,333.05","1,286.45","2.67M","-1.10%"
"Tech","Tech Mahindra ","15-12-2023","1,306.10","1,270.00","1,324.80","1,262.50","5.90M","3.27%"
"Tech","Tech Mahindra ","14-12-2023","1,264.70","1,235.00","1,269.80","1,230.15","5.29M","4.00%"
"Tech","Tech Mahindra ","13-12-2023","1,216.10","1,226.00","1,233.95","1,197.05","3.03M","-0.82%"
"Tech","Tech Mahindra ","12-12-2023","1,226.15","1,237.95","1,245.00","1,218.65","1.11M","-0.58%"
"Tech","Tech Mahindra ","11-12-2023","1,233.30","1,231.00","1,240.50","1,225.30","1.56M","0.65%"
"Tech","Tech Mahindra ","08-12-2023","1,225.30","1,230.00","1,237.95","1,217.25","2.64M","0.17%"
"Tech","Tech Mahindra ","07-12-2023","1,223.25","1,226.00","1,231.00","1,220.10","1.08M","-0.16%"
"Tech","Tech Mahindra ","06-12-2023","1,225.20","1,223.00","1,247.00","1,218.65","2.64M","0.38%"
"Tech","Tech Mahindra ","05-12-2023","1,220.60","1,224.00","1,226.25","1,208.85","1.50M","-0.27%"
"Tech","Tech Mahindra ","04-12-2023","1,223.90","1,238.00","1,249.20","1,218.00","1.58M","0.27%"
"Tech","Tech Mahindra ","01-12-2023","1,220.55","1,226.80","1,226.80","1,211.55","1.02M","-0.03%"
"Tech","Tech Mahindra ","30-11-2023","1,220.95","1,222.00","1,228.30","1,208.70","2.98M","-0.06%"
"Tech","Tech Mahindra ","29-11-2023","1,221.70","1,207.00","1,234.60","1,206.65","1.90M","1.61%"
